Type	String	Frequency	OMOP_ID	OMOP_Name
Measurement	positive ncov2 pcr test	2	913915	HPV positive for viral DNA by PCR test
Measurement	positive nucleic acid test for sars-cov-2	2	40218805	Testing for SARS-CoV-2 in CDC laboratory
Measurement	positive pcr )	2	4133775	Chlamydia PCR positive
Measurement	positive pcr test results	2	4203722	Patient encounter procedure
Measurement	positive polymerase chain reaction ( pcr ) ( international statistical classification ( icd-10 ) code - u07 .1	2	35923655	"Positive, Reverse Transcriptase Polymerase Chain Reaction (RT-PCR) test"
Measurement	positive pregnancy	2	409491	Pregnancy test positive
Measurement	positive pressure	2	4039922	Positive pressure therapy
Measurement	positive pressure ventilation	2	4057263	Intermittent positive pressure ventilation
Measurement	positive quick walk test	2	4099103	Simple walk test
Measurement	positive reverse transcription-polymerase chain reaction	2	35928795	"Positive, Reverse Transcription Polymerase Chain Reaction (RT-PCR) test"
Measurement	positive reverse-transcriptase-polymerase chain - reaction	2	35923655	"Positive, Reverse Transcriptase Polymerase Chain Reaction (RT-PCR) test"
Measurement	positive rna test	2	913913	HPV positive by ISH E6/E7 RNA test
Measurement	positive rt-pcr sars-cov-2	2	35936593	Positive on RT-PCR and IHC
Measurement	positive rt-pcr test for covid-19	2	913916	HPV positive by RT-PCR E6/E7 RNA test
Measurement	positive sars-cov-2	2	703439	Taking of swab for SARS-CoV-2
Measurement	positive sars-cov-2 pcr test	2	4161294	PCR test for SARS
Measurement	positive sars-cov-2 rna test	2	40218805	Testing for SARS-CoV-2 in CDC laboratory
Measurement	positive sars-cov2 test	2	4161294	PCR test for SARS
Measurement	positive serologic test	2	43303	False-positive serological test for syphilis
Measurement	positive serum pregnancy test result	2	4203722	Patient encounter procedure
Measurement	positive specific antibody igm or igg against serum sars-cov-2	2	723479	SARS-CoV-2 (COVID19) IgG+IgM Ab [Presence] in Serum or Plasma by Immunoassay
Measurement	positive test for covid-19 by rt-pcr	2	913916	HPV positive by RT-PCR E6/E7 RNA test
Measurement	positive test results	2	4203722	Patient encounter procedure
Measurement	positive urine or serum pregnancy test	2	4041878	Urine pregnancy test positive
Measurement	positive urine test	2	4265485	Bacteriuria
Measurement	positive β-human chorionic gonadotropin test	2	15636	chorionic gonadotropin
Measurement	previous positive sars-cov-2 test result	2	40218805	Testing for SARS-CoV-2 in CDC laboratory
Measurement	procalcitonin	2	42741827	Procalcitonin (PCT)
Measurement	prolong qt interval	2	4008859	Prolonged QT interval
Measurement	protein c	2	42801108	protein C
Measurement	public health tests	2	706384	Public health
Measurement	pulmonary arterial wedge pressure ( paop )	2	404092	Pulmonary artery wedge pressure
Measurement	pulmonary function test	2	4052083	Measurement of respiratory function
Measurement	pulmonary function tests	2	4052083	Measurement of respiratory function
Measurement	quick sequential organ failure assessment score	2	36684937	Sequential organ failure assessment score
Measurement	radiographic lung infiltrates	2	4081554	Radiographic measurement of lung volume
Measurement	radiographic severity score	2	4175713	Severity score
Measurement	rass score	2	41962903	Les Hautes Pérassèdes
Measurement	real time - polymerase chain reaction	2	40484651	Analysis using real time PCR
Measurement	recent laboratory test	2	403485	Laboratory test
Measurement	red blood cell count measurement	2	4030871	Red blood cell count
Measurement	respiration rate	2	4313591	Respiratory rate
Measurement	rest spo2	2	45770406	Baseline SpO2
Measurement	resting blood pressure	2	4326744	Blood pressure
Measurement	resting pulse rate	2	4301868	Pulse rate
Measurement	resting respiration rate	2	4313591	Respiratory rate
Measurement	reverse transcriptase-polymerase chain reaction	2	40484652	Analysis using reverse transcriptase PCR
Measurement	room air spo2	2	4035815	Air
Measurement	rt-pcr 2019-ncov test	2	37311065	2019-nCoV
Measurement	rt-pcr provincial laboratory confirmation	2	35936749	"Negative/normal, RT-PCR test"
Measurement	rt-pcr sars-cov-2 ( - )	2	4161294	PCR test for SARS
Measurement	sao2/fio2	2	4353936	Inspired oxygen concentration
Measurement	sao2/spo2 ratio	2	45770406	Baseline SpO2
Measurement	sars antibodies	2	45878035	SARS
Measurement	school-aged program	2	36307948	Functional training programs: Back schools
Measurement	screening laboratory results	2	4172077	Unexplained laboratory result
Measurement	sea	2	4023216	Sea
Measurement	seated systolic blood pressure	2	4152194	Systolic blood pressure
Measurement	serologic test	2	4285602	Serologic test
Measurement	serological test	2	4285602	Serologic test
Measurement	serum antibody	2	4156655	Serum endomysium antibody measurement
Measurement	serum total bilirubin	2	4195338	Serum total bilirubin measurement
Measurement	significant abnormal laboratory test results	2	4012972	Laboratory test result abnormal
Measurement	single beat qtcf interval	2	415514	Single beats - numeric estimation technique
Measurement	small cell carcinoma of lung	2	4110591	Small cell carcinoma of lung
Measurement	sofa scale	2	4073076	Exposure to radiant heat from open fire
Measurement	standard operating procedure	2	37019782	Emergency operations standard operating procedure Document
Measurement	statistics sweden ( scb	2	4330441	Sweden
Measurement	stool test	2	40483622	Evaluation of stool specimen
Measurement	subject weight	2	4114518	Subjective
Measurement	systolic	2	4008099	Systole
Measurement	systolic/diastolic blood pressure	2	3031203	Blood pressure panel
Measurement	temp	2	42079668	Tempe
Measurement	test for active sars-cov-2 infection	2	40218805	Testing for SARS-CoV-2 in CDC laboratory
Measurement	test for sars-cov-2 rna	2	40218805	Testing for SARS-CoV-2 in CDC laboratory
Measurement	test result for drugs of abuse	2	4232336	Drug of abuse screen
Measurement	testing of covid-19	2	37311061	Disease caused by 2019-nCoV
Measurement	tetrahydrocannabinolic acid	2	37399126	Urine tetrahydrocannabinolic acid concentration
Measurement	total body weight	2	4099154	Body weight
Measurement	total lymphocyte count	2	40487382	Total lymphocyte count
Measurement	total white blood cell	2	4212899	Total white blood count
Measurement	tranexamic acid	2	1303425	tranexamic acid
Measurement	tympanic or rectal site	2	4184654	Tympanic membrane repair with site preparation
Measurement	tzd 18	2	37115989	18
Measurement	unless bilirubin rise	2	42050095	Rise
Measurement	urinalysis	2	45876059	Urinalysis
Measurement	urine chemistry )	2	37392909	Urine bile chemistry
Measurement	urine protein	2	4211845	"Protein measurement, urine"
Measurement	urine samples	2	4209108	Urine sample obtained
Measurement	vaccination against tuberculosis	2	4173939	BCG vaccination
Measurement	virus nucleic acid rt-pcr	2	35936749	"Negative/normal, RT-PCR test"
Measurement	volume of blood	2	3033607	Volume of Blood
Measurement	where bilirubin increase	2	4094532	Increased bilirubin level
Measurement	white blood cell ( wbc )	2	4310343	Blood (WBC) screen for I cell disease
Measurement	white blood cell ( wbc ) count	2	4298431	White blood cell count
Measurement	who 9-point ordinal scale	2	4169506	WHO depression scale
Measurement	who covid-19 clinical progression scale grade	2	703443	COVID-19 severity scale
Observation	active smoking	2	4043369	Activity of daily living
Observation	agrees to practice an acceptable method of contraception	2	765677	Declines to state contraceptive method
Observation	ambulation	2	4176726	Ambulance
Observation	at least one acceptable primary form of	2	4587713	Present at least one month
Observation	bangladesh	2	4329584	Bangladesh
Observation	chile	2	4073752	Chile
Observation	chromosome 2 short arm	2	4175554	Short arm of chromosome
Observation	close contact of anyone known	2	4323074	Person exposed to disease
Observation	egyptian population	2	4182352	Egyptian language
Observation	expected duration	2	37020843	Physical therapy goal attainment expected duration - visits
Observation	expected life expectancy	2	3050013	Life expectancy [OASIS]
Observation	group 1	2	4121207	Group 1
Observation	in the respiratory tract	2	4181583	Upper respiratory infection
Observation	influenza (laboratory-confirmed)	2	45878027	Influenza (laboratory-confirmed)
Observation	laboratory-confirmation of the presence	2	45878027	Influenza (laboratory-confirmed)
Observation	latex allergy	2	4102123	Allergy to latex
Observation	life history of	2	764031	Remainder of life
Observation	meeting at least one of the following criteria	2	4587713	Present at least one month
Observation	metabolism	2	40757668	Metabolic
Observation	military personnel	2	411881	Military personnel
Observation	minor	2	4256491	Minor
Observation	noncompliance with treatment	2	4322482	Noncompliance with treatment
Observation	outpatient	2	4191643	Outpatient
Observation	outpatients .	2	4191643	Outpatient
Observation	outside of the lung	2	4176409	Endometriosis of lung
Observation	paramedic	2	36309512	Paramedic
Observation	phase i	2	4013866	"Coxiella burnetii, phase I"
Observation	recipients	2	4253748	Recipient site
Observation	requiring daily medications currently	2	45757518	Daily as required
Observation	unemployed	2	4251171	Unemployed
Observation	vessels	2	4165928	Vessel
Observation	violence	2	4085332	Physical aggression
Observation	visual acuity	2	4239582	Visual acuity
Observation	with	2	4069676	With
Procedure	12-lead ecg	2	4145308	12 lead ECG
Procedure	abnormal ecg	2	320536	Electrocardiogram abnormal
Procedure	abnormal ekg	2	320536	Electrocardiogram abnormal
Procedure	acute ect	2	403084	Electroconvulsive therapy
Procedure	acute respiraytory distress despite oxygen therapy	2	419165	Acute respiratory distress
Procedure	advanced respiratory support	2	44805694	Advanced respiratory support management
Procedure	allogeneic bone marrow transplantation	2	4242257	Allogeneic bone marrow transplantation
Procedure	another interventional treatment study	2	46235181	Percutaneous coronary intervention Study report
Procedure	another investigational study	2	4207679	"Procurement of patient informed consent, investigational study"
Procedure	anti-platelet therapy	2	4151769	Anti-platelet prophylaxis
Procedure	autologous bone marrow transplant	2	4240337	Autologous bone marrow transplant
Procedure	automatic implantable cardioverter defibrillator	2	45763727	Checking of automatic implantable cardiac defibrillator
Procedure	baseline ecg	2	8568	baseline
Procedure	bilateral orchiectomy	2	4304921	Bilateral orchidectomy
Procedure	bilateral radiological opacities	2	41346	Radiologic opacity
Procedure	bone marrow transplants	2	4028623	Transplantation of bone marrow
Procedure	brain mri	2	36308824	Abnormal brain MRI
Procedure	brain surgery	2	35916704	"Brain@Surgery, NOS"
Procedure	cardiac surgery	2	4255407	Cardiac surgery
Procedure	cardiac surgery patients	2	4255407	Cardiac surgery
Procedure	cataract surgery	2	4004519	Cataract surgery
Procedure	chest examination	2	724939	"Radiologic examination, chest"
Procedure	chest tomography	2	4058327	Tomography - chest
Procedure	christmas island	2	41881318	Christmas Island
Procedure	chronic oxygen therapy	2	423913	Oxygen therapy
Procedure	cns surgery	2	376106	Disorder of the central nervous system
Procedure	cochlear implant	2	4234743	Implantation of cochlear prosthetic device
Procedure	cochlear implants	2	4234743	Implantation of cochlear prosthetic device
Procedure	coronary artery bypass graft	2	4336464	Coronary artery bypass graft
Procedure	coronary surgery	2	36310793	Heart bypass surgery (coronary artery bypass graft surgery)
Procedure	ct examination	2	4061009	CT of abdomen
Procedure	curative therapy	2	35807508	Curative therapy
Procedure	cxr/ct scan	2	4062736	Screening chest X-ray
Procedure	diagnostic colonoscopy	2	937652	Diagnostic colonoscopy
Procedure	donated	2	2149843	Donation
Procedure	donating blood	2	40973	Whole blood unit collection
Procedure	elective cardiac operation	2	4042673	Procedure on heart
Procedure	electrocardiography ( ecg	2	2313845	"Signal-averaged electrocardiography (SAECG), with or without ECG"
Procedure	electronic device	2	4193507	Electronic monitor
Procedure	electronic devices	2	4193507	Electronic monitor
Procedure	equivalent dose	2	9489	equivalent
Procedure	excision	2	4044525	Excision - action
Procedure	extubation	2	36308029	Extubated
Procedure	ferromagnetic implants	2	4300037	Implant
Procedure	foreign implanted objects	2	22492	Foreign body in pharynx
Procedure	fusion	2	4046273	Fusion
Procedure	general surgery	2	4214575	General surgery
Procedure	gynecological surgery	2	764864	Gynecologic surgery service
Procedure	htc cell	2	4098033	Homozygous T-cell test
Procedure	immediate high flow oxygen device	2	4139525	High flow oxygen nasal cannula
Procedure	immunomodulatory medications	2	35807403	Immunomodulatory drugs (IMiDs)
Procedure	immunomodulatory therapy	2	35807403	Immunomodulatory drugs (IMiDs)
Procedure	implanted medication pump	2	45768178	Implantable infusion pump
Procedure	intense monitoring	2	405741	Intensive care monitoring
Procedure	internet-enabled electronic device	2	45889547	Interprofessional Telephone/Internet/Electronic Health Record Consultations
Procedure	interventional radiology procedure	2	44817127	Interventional radiology procedure note
Procedure	intra-abdominal surgery	2	36712821	Postprocedural infection
Procedure	intracranial surgery	2	45889229	Surgery of intracranial arteriovenous malformation
Procedure	invasive investigational medical device	2	429709	Evaluation procedure
Procedure	invasive or non-invasive ventilator support	2	19025274	oxygen
Procedure	invasive oxygen supplementation	2	36308581	Supplemental oxygen
Procedure	invasive procedures	2	4322976	Procedure
Procedure	ischemic ekg	2	4115429	Ischemic
Procedure	kidney transplant	2	36310842	Kidney transplant
Procedure	liver biopsy	2	4314001	Biopsy of liver
Procedure	lumbar puncture	2	4080549	Lumbar puncture
Procedure	major surgical procedure	2	2109368	Cholecystectomy
Procedure	medical resuscitation	2	45877212	Medical-newborn/ neonatal resuscitation
Procedure	metal fragments	2	46270117	Retained foreign body
Procedure	metal object	2	4053938	Burning due to contact with hot metal objects
Procedure	neurostimulator device	2	4093739	Neurostimulator
Procedure	non-invasive ventilator support	2	19025274	oxygen
Procedure	oncological surgery	2	45878836	Surgery.oncologic
Procedure	plasma donation	2	2149843	Donation
Procedure	prostheses	2	36717612	Prosthetic device status
Procedure	psychotropic medication	2	4576757	On psychotropic medication
Procedure	puncture	2	45878978	Puncture
Procedure	red blood cell transfusion	2	4022173	Transfusion of red blood cells
Procedure	renal dialysis	2	4146536	Renal dialysis
Procedure	revascularization	2	4170285	Myocardial revascularization
Procedure	rt-pcr from any specimen	2	35936749	"Negative/normal, RT-PCR test"
Procedure	"scanning systems, magnetic resonance imaging/positron emission tomography"	2	45758235	PET/MRI system
Procedure	shunts	2	4106154	Shunt
Procedure	sinus surgery	2	4127485	Functional endoscopic sinus surgery
Procedure	steel implants	2	41993163	Steele
Procedure	stem cell transplant	2	45876308	Stem Cell Transplant
Procedure	stenting	2	4280677	Stent
Procedure	sterilization procedure	2	45766058	Sterilization procedure
Procedure	stimulators	2	45881689	Stimulants
Procedure	subcutaneous contraceptive	2	4181604	Subcutaneous contraceptive implant present
