Title,Acronym,Status,Study Results,Phases,Funded Bys,URL,trial_id,outcome,study_type,study_design
"A Study to Evaluate the Safety and Efficacy of Razuprotafib, a Novel Tie 2 Activator, in Hospitalized Subjects With Moderate to Severe Coronavirus Disease 2019 (COVID-19)",RESCUE,not yet recruiting,No Results Available,phase 2,Industry|Other,https://ClinicalTrials.gov/show/NCT04511650,NCT04511650,number of participants with any serious adverse event from baseline to day 7|number of participants with any serious adverse event from baseline to day 28|number of participants with any treatment emergent adverse event from baseline to day 7|number of participants with any treatment emergent adverse event from baseline to day 28|proportion of subjects alive and free of respiratory failure at day 7|proportion of subjects alive and free of respiratory failure at day 28|length hospitalized and free of respiratory failure from baseline to day 7|length hospitalized and free of respiratory failure from baseline to day 28|length of hospitalization from baseline to day 7|length of hospitalization from baseline to day 28|proportion of subjects who improve by at least 2 categories on the niaid 8-point ordinal scale from baseline to day 7|proportion of subjects who improve by at least 2 categories on the niaid 8-point ordinal scale from baseline to day 28|proportion of subjects who worsen by at least 2 categories on the niaid 8-point ordinal scale from baseline to day 7|proportion of subjects who worsen by at least 2 categories on the niaid 8-point ordinal scale from baseline to day 28|all-cause mortality at day 7|all-cause mortality at day 28|length of icu stay from baseline to day 28|number of subjects in each category of the niaid 8-point ordinal scale at day 7|number of subjects in each category of the niaid 8-point ordinal scale at day 28|time to return to prehospitalization oxygen requirement|proportion of subjects who were discharged and remained free of respiratory failure prior to day 7|proportion of subjects who were discharged and remained free of respiratory failure prior to day 28|change in pao2:fio2 ratio from baseline to day 7|change in pao2:fio2 ratio from baseline to day 28,interventional,"allocation: randomized|intervention model: parallel assignment|masking: triple (participant, investigator, outcomes assessor)|primary purpose: treatment"
The Heart Hive COVID-19 Study,nan,recruiting,No Results Available,nan,Other,https://ClinicalTrials.gov/show/NCT04468256,NCT04468256,"qualitative measures of exposure, perception of risk, behaviour, and experience during the covid-19 pandemic.|health outcomes",observational,observational model: case-control|time perspective: prospective
CT Abnormalities Evocative of Lung Infection Are Associated With Lower 18F-FDG Uptake in Confirmed COVID-19 Patients,nan,completed,No Results Available,nan,Other,https://ClinicalTrials.gov/show/NCT04512118,NCT04512118,visual analysis of pulmonary lobes|measurement of metabolic activity,observational,observational model: case-only|time perspective: retrospective
CAPTION AI to Minimize Risk of COVID Exposure,CAPTION AI,withdrawn,No Results Available,not applicable,Other|Industry,https://ClinicalTrials.gov/show/NCT04336774,NCT04336774,percent of patient echos that are not interpretable|percent of patient echos that provide an automated (ai) lvef (left ventricular ejection fraction)|time to acquire images as measured by time stamps|percent of agreement between ai calculate lvef and lvef read by physician,interventional,allocation: n/a|intervention model: single group assignment|masking: none (open label)|primary purpose: diagnostic
mulTi-Arm Therapeutic Study in Pre-ICu Patients Admitted With Covid-19 - Experimental Drugs and Mechanisms,nan,recruiting,No Results Available,phase 2|phase 3,Other,https://ClinicalTrials.gov/show/NCT04393246,NCT04393246,"time to incidence of the composite endpoint of: death, mechanical ventilation, ecmo, cardiovascular organ support, or renal failure|change in biomarkers thought to be associated with progression of covid-19 compared to baseline: il-6|change in biomarkers thought to be associated with progression of covid-19 compared to baseline: ferritin|change in biomarkers thought to be associated with progression of covid-19 compared to baseline: c-reactive protein (crp)|change in biomarkers thought to be associated with progression of covid-19 compared to baseline: d-dimer|change in biomarkers thought to be associated with progression of covid-19 compared to baseline: neutrophil/lymphocyte ratio|change in biomarkers thought to be associated with progression of covid-19 compared to baseline: lactate dehydrogenase (ldh)|change in clinical status as assessed on 7-point ordinal scale compared to baseline|time to each of the individual endpoints of the composite primary outcome measure|proportion of patients with adverse events of special interest in each treatment arm|time to sp02 >94% on room air|time to first negative sars-cov2 pcr|duration of oxygen therapy|duration of hospitalisation|all-cause mortality at day 28|time to clinical improvement",interventional,allocation: randomized|intervention model: parallel assignment|masking: none (open label)|primary purpose: treatment
Infusion of Prostacyclin (Iloprost) vs Placebo for 72-hours in COVID-19 Patients With Respiratory Failure,COMBAT-COVID,recruiting,No Results Available,phase 2,Other,https://ClinicalTrials.gov/show/NCT04420741,NCT04420741,mechanical ventilation free days|28 and 90-day mortality|modified sequential organ failure assessment (sofa)|vasopressor free days|renal replacement free days|serious adverse reactions (sars)|serious adverse events (saes),interventional,"allocation: randomized|intervention model: parallel assignment|masking: quadruple (participant, care provider, investigator, outcomes assessor)|primary purpose: treatment"
Sitagliptin Treatment in Diabetic COVID-19 Positive Patients,SIDIACO-RETRO',completed,No Results Available,nan,Other,https://ClinicalTrials.gov/show/NCT04382794,NCT04382794,clinical parameter of acute lung disease|death|biochemical parameter of acute lung disease,observational,observational model: case-control|time perspective: retrospective
Treatment of SARS Caused by COVID-19 With Ruxolitinib,nan,recruiting,No Results Available,phase 1|phase 2,Other,https://ClinicalTrials.gov/show/NCT04334044,NCT04334044,recovery of pneumonia|response of c-reactive protein|response of ferritin|response of d-dimer|rate of icu admission|rate of mechanical ventilation|overall survival|toxicity rate,interventional,allocation: n/a|intervention model: single group assignment|masking: none (open label)|primary purpose: treatment
Predictive Factors COVID-19 Patients,MI-COVID,recruiting,No Results Available,nan,Other,https://ClinicalTrials.gov/show/NCT04427345,NCT04427345,"identify risk factors for intra-hospital mortality.|identify risk factors to build a prognostic score.|predictive factors for the hospitalization duration.|predictive factors for clinical status patients based on ""ordinal scale for clinical improvement""|describe the anti-viral therapies used commonly in this emergency in terms of efficacy|describe the anti-viral therapies used commonly used in this emergency in terms of safety|monitor the clinical course of the disease in discharged patients.",observational,observational model: cohort|time perspective: retrospective
NutriCovid30 : Nutritional Evaluation for Covid-19 Infection at D30,nan,completed,No Results Available,nan,Other,https://ClinicalTrials.gov/show/NCT04365816,NCT04365816,evaluation of food intake at 1 month after discharge from hospital for covid|weight variation during the infection|clinical signs limiting food intake|factors limiting food intake|implemented nutritional strategy|pre-existing chronic disorders|covid-19 repercussions,observational,observational model: cohort|time perspective: prospective
Network-Targeted Strategies for Efficient Community SARS-CoV-2 (COVID-19) Sampling,Snowball,not yet recruiting,No Results Available,nan,Other,https://ClinicalTrials.gov/show/NCT04437706,NCT04437706,number of participants with active infection|number of participants with antibodies indicating past exposure,observational,observational model: ecologic or community|time perspective: prospective
Impact of COVID-19 on Personal Protection Among Dentist in Egypt,nan,completed,No Results Available,nan,Other,https://ClinicalTrials.gov/show/NCT04403828,NCT04403828,personal protection measures|impact of covid-19 pandemic on type of face masks used in dental clinic,observational,observational model: cohort|time perspective: cross-sectional
Clinical Trial of the Use of Anakinra in Cytokine Storm Syndrome Secondary to Covid-19 (ANA-COVID-GEAS),ANA-COVID-GEAS,recruiting,No Results Available,phase 2|phase 3,Other,https://ClinicalTrials.gov/show/NCT04443881,NCT04443881,"treatment success, defined as number of patients not requiring mechanical ventilation to assess the effect of anakinra in addition to standard treatment on the need for mechanical ventilation in patients with severe covid-19 and css pneumonia.|number of patients not requiring mechanical ventilation to assess the effect of anakinra in addition to standard treatment on the need for mechanical ventilation in patients with severe covid-19 and css pneumonia.|time to mechanical ventilation to assess the effect of anakinra in addition to standard treatment on the need for mechanical ventilation in patients with severe covid-19 and css pneumonia.|time to oxygen saturation normalization to assess the effect of anakinra in addition to standard treatment on the need for mechanical ventilation in patients with severe covid-19 and css pneumonia.|stay in icu and hospitalization to assess the effect of anakinra in addition to standard treatment on the need for mechanical ventilation in patients with severe covid-19 and css pneumonia.|total mortality rate to assess the effect of anakinra in addition to standard treatment on mortality in patients with severe covid-19 and css pneumonia.|mortality 48 hours, 7 days, in icu and hospital to assess the effect of anakinra in addition to standard treatment on mortality in patients with severe covid-19 and css pneumonia.|viral clearance / viral shedding to assess the effect of anakinra in addition to standard treatment on mortality in patients with severe covid-19 and css pneumonia.|to assess the effect of anakinra in addition to standard treatment on mortality in patients with severe covid-19 and css pneumonia.",interventional,allocation: randomized|intervention model: parallel assignment|masking: none (open label)|primary purpose: treatment
