interventionName,interventionID
mesenchymal stromal cells [genetic],intervention_1485
study of immune-mediated mechanisms in patients tested positive for sars-cov-2 [diagnostic test],intervention_1486
blood plasma [biological],intervention_1487
colchicine plus symptomatic treatment (paracetamol) [drug],intervention_1488
symptomatic treatment (paracetamol or best symptomatic treatment based on doctor recommendations) [drug],intervention_1489
nk-1r antagonist [drug],intervention_1490
2:usual practice + symbicort rapihaler [drug],intervention_1491
1:usual practice [other],intervention_1492
study a [other],intervention_1493
study b [other],intervention_1494
study c [other],intervention_1495
study d [other],intervention_1496
appendectomy [other],intervention_1497
stimulation test with arginine infusion in order to verify the possible existence of damage to the beta cell function induced by covid-19 infection [diagnostic test],intervention_1498
favipiravir and hydroxychloroquine [combination product],intervention_1499
ivermectin injectable solution [drug],intervention_1500
swallowing evaluation with the eat-10 and the volume-viscosity swallowing test (v-vst) [diagnostic test],intervention_1501
mk-5475 [drug],intervention_1502
bromhexine hydrochloride [drug],intervention_1503
p2et (caesalpinia spinosa extract) [drug],intervention_1504
intramuscular vaccine [biological],intervention_1505
daily syndromic surveillance [other],intervention_1506
monthly serologic igm/g test [diagnostic test],intervention_1507
biological collection (patients co infected hiv sras-cov-2) [biological],intervention_1508
auto-questionnaires (patients co infected hiv sras-cov-2) [other],intervention_1509
qualitative interviews (in 40 patients:20 with covid-19 and 20 without covid-19) [other],intervention_1510
helmet cpap [device],intervention_1511
lung impedance technique [diagnostic test],intervention_1512
tested for sars-cov-2 (regardless of the result) [other],intervention_1513
clinical diagnosis of covid-19 by a health care professional [other],intervention_1514
ivermectin pill [drug],intervention_1515
combined art/hydroxychloroquine [drug],intervention_1516
blood samples (collection of 5 ml of blood in a dry tube) [diagnostic test],intervention_1517
nasopharyngeal swabs [diagnostic test],intervention_1518
enoxaparin 40mg/0.4ml inj syringe 0.4ml [drug],intervention_1519
covid 19 impact [other],intervention_1520
trimethoprim/sulfamethoxazole [drug],intervention_1521
non applicable [other],intervention_1522
standard interface [other],intervention_1523
double-trunk mask [device],intervention_1524
specific anti-sars-cov-2 antibodies [biological],intervention_1525
ctus examination [diagnostic test],intervention_1526
postural positioning [other],intervention_1527
bedside lung ultrasound [device],intervention_1528
hospitalized patients for covid-19 infection [other],intervention_1529
janus kinase inhibitor (ruxolitinib) [drug],intervention_1530
sitagliptin [drug],intervention_1531
bms-986253 [drug],intervention_1532
functional mri [diagnostic test],intervention_1533
pulmonary function tests [diagnostic test],intervention_1534
imaging [diagnostic test],intervention_1535
partially hla-matched virus specific t cells (vsts) [biological],intervention_1536
allogeneic and expanded adipose tissue-derived mesenchymal stromal cells [drug],intervention_1537
sarilumab 200 mg/1.14 ml subcutaneous solution [kevzara] [drug],intervention_1538
sarilumab 400 mg/2.28 ml subcutaneous solution [kevzara] [drug],intervention_1539
best available treatment [drug],intervention_1540
cerc-002 [drug],intervention_1541
questionnaires [diagnostic test],intervention_1542
eeg [diagnostic test],intervention_1543
ep [diagnostic test],intervention_1544
pulse oximetry [diagnostic test],intervention_1545
aviptadil by intravenous infusion + standard of care [drug],intervention_1546
normal saline infusion + standard of care [drug],intervention_1547
acei/arb [drug],intervention_1548
non-acei/arb [drug],intervention_1549
acei [drug],intervention_1550
serological tests will be applied on patients blood sampling [diagnostic test],intervention_1551
v/q vest [device],intervention_1552
vitamins [dietary supplement],intervention_1553
serial seroconversion measurements in hospital employees during the covid-19 pandemic [other],intervention_1554
guduchi ghan vati [drug],intervention_1555
biological:mrna-1273:50 mcg [biological],intervention_1556
biological:mrna-1273:100 mcg [biological],intervention_1557
"platelet count, platelet, mean platelet volume and platelet distribution width in covid-19 [diagnostic test]",intervention_1558
igg test [diagnostic test],intervention_1559
therapy intervention [behavioral],intervention_1560
cell therapy protocol 1 [biological],intervention_1561
cell therapy protocol 2 [biological],intervention_1562
high-titer covid-19 convalescent plasma (ht-ccp) [biological],intervention_1563
standard plasma (ffp) [biological],intervention_1564
traditional antirheumatic drugs [drug],intervention_1565
itolizumab iv infusion [drug],intervention_1566
"best supportive care"" which includes antivirals /antibiotics/ hydroxychloroquine; oxygen therapy [drug]",intervention_1567
yinhu qingwen decoction [drug],intervention_1568
yinhu qingwen decoction(low dose) [drug],intervention_1569
chinese medicine treatment [other],intervention_1570
standard western medicine treatment [other],intervention_1571
use of doctorgram patient kit [behavioral],intervention_1572
use of doctorgram mobile application [behavioral],intervention_1573
use of remote pulse oximeter [behavioral],intervention_1574
retrospective data collection [other],intervention_1575
dose of tinzaparin or dalteparin [drug],intervention_1576
plx-pad [biological],intervention_1577
lateral position (left and right lateral decubitus) [procedure],intervention_1578
cytokine adsorption [device],intervention_1579
no intervention-mechanistic study [other],intervention_1580
standard of care. [procedure],intervention_1581
pulmonary and motor rehabilitation [other],intervention_1582
patients admitted to intensive care unit with sars-cov2 [other],intervention_1583
human milk donors [other],intervention_1584
nicotinamide riboside [dietary supplement],intervention_1585
"questionnaires, spirometry [other]",intervention_1586
sars-cov-2 plasma [drug],intervention_1587
maraviroc [drug],intervention_1588
diagnostic [diagnostic test],intervention_1589
non applicable [biological],intervention_1590
observation [behavioral],intervention_1591
ultrasound lung imaging as part of fast+ evaluation [diagnostic test],intervention_1592
dexcom g6 [device],intervention_1593
serological test [diagnostic test],intervention_1594
oropharyngeal swab [diagnostic test],intervention_1595
dipyridamole 100 milligram(mg) [drug],intervention_1596
naltrexone [drug],intervention_1597
ketamine [drug],intervention_1598
pt-pcr test for sars-cov-2 [diagnostic test],intervention_1599
vaginal fluid covid-19 pcr test [diagnostic test],intervention_1600
measles-mumps-rubella vaccine [drug],intervention_1601
point-of-care ultrasonography (pocus) [diagnostic test],intervention_1602
it is a survey [other],intervention_1603
nhanes smell and taste tests [other],intervention_1604
other drugs [drug],intervention_1605
imaging of the lungs [diagnostic test],intervention_1606
pentoxifylline [drug],intervention_1607
eicosapentaenoic acid gastro-resistant capsules [drug],intervention_1608
sofosbuvir [drug],intervention_1609
lung ultrasound (lus) [procedure],intervention_1610
bromhexine hydrochloride tablets [drug],intervention_1611
arbidol hydrochloride granules [drug],intervention_1612
recombinant human interferon œ±2b spray [drug],intervention_1613
questionnaire and interview [other],intervention_1614
generalized anxiety disorder-7 (gad-7) [behavioral],intervention_1615
patient health questionnaire-9 (phq-9) [behavioral],intervention_1616
immunfluorescence [diagnostic test],intervention_1617
organicell flow [biological],intervention_1618
hydroxychloroquine pre-exposure prophylaxis [drug],intervention_1619
consultation [other],intervention_1620
observational study only [other],intervention_1621
bcg [biological],intervention_1622
elective cancer surgery [procedure],intervention_1623
ruti¬æ vaccine [biological],intervention_1624
evaluation of the epidemiological characteristics of coronavirus infection (sars-cov-2) [other],intervention_1625
tem-tpa [diagnostic test],intervention_1626
tele-interventions related to diabetes management and mental well-being [behavioral],intervention_1627
serological assay or igg for sars-cov-2 [diagnostic test],intervention_1628
spartan cube point-of care covid-19 test [diagnostic test],intervention_1629
study arm [procedure],intervention_1630
biological samples day of delivery [diagnostic test],intervention_1631
castem [biological],intervention_1632
use of virus (covid-19) genome sequence report to inform infection prevention control procedures [other],intervention_1633
valsartan (diovan) [drug],intervention_1634
omnibiotic aad [dietary supplement],intervention_1635
patient management suffering of coronavirus infection [other],intervention_1636
yinhu qingwen granula [drug],intervention_1637
yin hu qing wen granula(low does) [drug],intervention_1638
standard medical treatment [other],intervention_1639
propofol [drug],intervention_1640
psychoeducational intervention [other],intervention_1641
e-psychotherapy [behavioral],intervention_1642
thoracic lung ultrasound [other],intervention_1643
low dose radiation 35 cgy [radiation],intervention_1644
high dose radiation 100 cgy [radiation],intervention_1645
mindfulness session(s) [behavioral],intervention_1646
samling of oropharynx and nasopharynx [other],intervention_1647
emapalumab [biological],intervention_1648
anakinra [biological],intervention_1649
observational [drug],intervention_1650
